epoch,relay_cpu_ticks,relay_rss_kb,relay_thr,relay_fd,box_total,box_idle,tx_bytes,tx_packets,rx_bytes,bw_out_exc,bw_in_exc,pps_exc,conntrack_exc,udp_socks
1788863418,4181,153568,3,11,97135367,76980199,66949678713,55675389,3228544687,0,0,0,0,1
1788863419,4230,153760,3,11,97135571,76980318,67015632335,55730966,3230312268,0,0,0,0,1
1788863420,4273,153904,3,11,97135770,76980442,67077607683,55784336,3232037555,0,0,0,0,1
1788863421,4320,153904,3,11,97135970,76980561,67145614069,55840685,3233814207,0,0,0,0,1
1788863422,4363,153904,3,11,97136168,76980686,67206112103,55892389,3235437013,0,0,0,0,1
1788863423,4409,154084,3,11,97136368,76980807,67274171947,55949596,3237231646,0,0,0,0,1
1788863424,4453,154268,3,11,97136567,76980929,67339628555,56004810,3238972457,0,0,0,0,1
1788863425,4496,154536,3,11,97136765,76981052,67394962427,56052932,3240625496,0,0,0,0,1
1788863426,4546,154536,3,11,97136969,76981172,67470356719,56115620,3242457332,0,0,0,0,1
1788863427,4592,154664,3,11,97137168,76981291,67531917670,56168064,3244194311,0,0,0,0,1
1788863428,4638,154848,3,11,97137366,76981412,67598769576,56224733,3245885856,0,0,0,0,1
1788863429,4687,154848,3,11,97137566,76981531,67664565452,56280925,3247693681,0,0,0,0,1
1788863430,4735,154848,3,11,97137766,76981652,67727365198,56334931,3249379685,0,0,0,0,1
1788863431,4786,154848,3,11,97137966,76981769,67795716310,56393248,3251253519,0,0,0,0,1
1788863432,4834,154848,3,11,97138165,76981888,67860100838,56447987,3253022051,0,0,0,0,1
1788863433,4884,154848,3,11,97138368,76982005,67926359349,56504544,3254812100,0,0,0,0,1
1788863434,4930,154848,3,11,97138566,76982128,67985011724,56554641,3256410468,0,0,0,0,1
1788863435,4981,154848,3,11,97138766,76982246,68054633434,56613710,3258271792,0,0,0,0,1
1788863437,5030,154848,3,11,97138966,76982362,68120712287,56670714,3260137850,0,0,0,0,1
1788863438,5077,154848,3,11,97139164,76982482,68181145391,56724309,3261854856,0,0,0,0,1
1788863439,5122,154848,3,11,97139367,76982605,68243244440,56775590,3263611358,0,0,0,0,1
1788863440,5175,154848,3,11,97139571,76982723,68316981840,56836995,3265423748,0,0,0,0,1
1788863441,5222,154848,3,11,97139768,76982841,68380833969,56891355,3267197832,0,0,0,0,1
1788863442,5268,154848,3,11,97139971,76982967,68447871934,56948156,3268961128,0,0,0,0,1
1788863443,5317,154848,3,11,97140169,76983084,68510364311,57001592,3270654569,0,0,0,0,1
1788863444,5363,154848,3,11,97140370,76983205,68575265276,57056500,3272395502,0,0,0,0,1
1788863445,5412,154848,3,11,97140571,76983326,68642192505,57113292,3274213909,0,0,0,0,1
1788863446,5463,154848,3,11,97140768,76983441,68706242808,57168034,3275982625,0,0,0,0,1
1788863447,5510,154848,3,11,97140969,76983561,68769265509,57221629,3277679783,0,0,0,0,1
1788863448,5555,154848,3,11,97141168,76983682,68828097820,57271653,3279413679,0,0,0,0,1
1788863449,5608,154848,3,11,97141372,76983802,68903637585,57335708,3281351965,0,0,0,0,1
1788863450,5660,154848,3,11,97141576,76983919,68967070262,57390299,3283085466,0,0,0,0,1
1788863451,5706,154848,3,11,97141774,76984038,69032277694,57445897,3284873601,0,0,0,0,1
1788863452,5757,154848,3,11,97141976,76984154,69097648069,57501633,3286612982,0,0,0,0,1
1788863453,5805,154848,3,11,97142172,76984273,69162883561,57557335,3288368265,0,0,0,0,1
1788863454,5852,154848,3,11,97142371,76984391,69227468872,57612295,3290124342,0,0,0,0,1
1788863455,5901,154848,3,11,97142567,76984508,69290132907,57666849,3291885894,0,0,0,0,1
1788863457,5947,154848,3,11,97142767,76984629,69356901798,57722439,3293653390,0,0,0,0,1
1788863458,5994,154848,3,11,97142967,76984752,69422426473,57777782,3295369297,0,0,0,0,1
1788863459,6041,154848,3,11,97143167,76984873,69484335524,57831192,3297143026,0,0,0,0,1
1788863460,6089,154848,3,11,97143369,76984992,69549599576,57886384,3298859953,0,0,0,0,1
1788863461,6137,154848,3,11,97143565,76985108,69613987773,57940979,3300577510,0,0,0,0,1
1788863462,6183,154848,3,11,97143761,76985228,69678406828,57995360,3302312830,0,0,0,0,1
1788863463,6232,154848,3,11,97143959,76985345,69743093996,58050807,3304078475,0,0,0,0,1
1788863464,6283,154848,3,11,97144160,76985464,69812055043,58109992,3305976515,0,0,0,0,1
1788863465,6331,154848,3,11,97144362,76985585,69876169848,58163941,3307689555,0,0,0,0,1
1788863466,6379,154848,3,11,97144564,76985706,69941371889,58219906,3309492460,0,0,0,0,1
1788863467,6426,154848,3,11,97144767,76985828,70003360202,58271599,3311125058,0,0,0,0,1
1788863468,6473,154848,3,11,97144964,76985946,70072206484,58329772,3312953497,0,0,0,0,1
1788863469,6520,154848,3,11,97145163,76986066,70135834616,58383341,3314656649,0,0,0,0,1
1788863470,6568,154848,3,11,97145363,76986186,70199680708,58438023,3316482459,0,0,0,0,1
1788863471,6615,154848,3,11,97145562,76986307,70268378041,58495671,3318245158,0,0,0,0,1
1788863472,6665,157000,3,11,97145762,76986423,70333319339,58550884,3319997530,0,0,0,0,1
1788863473,6724,164932,3,11,97145967,76986533,70405450936,58612897,3321945000,0,0,0,0,1
1788863474,6794,171624,3,11,97146172,76986635,70497629925,58691225,3323973249,0,0,0,0,1
1788863476,6868,180532,3,11,97146377,76986729,70593900093,58773402,3326090679,0,0,0,0,1
1788863477,6942,188340,3,11,97146583,76986824,70690479020,58854545,3328113695,0,0,0,0,1
